,State,FIPS,County [2],County Seat,population,total area km,total area mi,Latitude,Longitude
600,IL,17009,Brown,Mount Sterling,"6,937",795.658,307.205,+39.962069°,–90.750310°
601,IL,17011,Bureau,Princeton,"34,978","2,262.36",873.503,+41.401304°,–89.528377°
602,IL,17013,Calhoun,Hardin,"5,089",734.46,283.577,+39.164262°,–90.666295°
603,IL,17015,Carroll,Mount Carroll,"15,387","1,207.87",466.36,+42.059084°,–89.926485°
604,IL,17017,Cass,Virginia,"13,642",993.947,383.765,+39.969202°,–90.245705°
605,IL,17019,Champaign,Urbana,"201,081","2,585.83",998.393,+40.139150°,–88.197201°
606,IL,17021,Christian,Taylorville,"34,800","1,853.50",715.64,+39.545524°,–89.279593°
607,IL,17023,Clark,Marshall,"16,335","1,307.47",504.818,+39.332364°,–87.791687°
608,IL,17025,Clay,Louisville,"13,815","1,216.24",469.592,+38.747312°,–88.483789°
609,IL,17027,Clinton,Carlyle,"37,762","1,303.47",503.271,+38.606423°,–89.423136°
610,IL,17029,Coles,Charleston,"53,873","1,321.09",510.077,+39.513680°,–88.220782°
611,IL,17031,Cook,Chicago,"5,194,675","4,234.27","1,634.86",+41.894294°,–87.645455°
612,IL,17033,Crawford,Robinson,"19,817","1,154.67",445.818,+39.003730°,–87.757172°
613,IL,17035,Cumberland,Toledo,"11,048",898.734,347.003,+39.273121°,–88.240619°
614,IL,17037,DeKalb,Clinton,"105,160","1,643.76",634.66,+41.894613°,–88.768991°
615,IL,17039,De Witt,Sycamore,"16,561","1,049.16",405.084,+40.181499°,–88.901853°
616,IL,17041,Douglas,Tuscola,"19,980","1,080.61",417.224,+39.766078°,–88.222866°
617,IL,17043,DuPage,Wheaton,"916,924",871.302,336.412,+41.852058°,–88.086038°
618,IL,17045,Edgar,Paris,"18,576","1,616.14",623.996,+39.679037°,–87.747110°
619,IL,17047,Edwards,Albion,"6,721",576.843,222.721,+38.417095°,–88.047941°
620,IL,17049,Effingham,Effingham,"34,242","1,243.21",480.006,+39.047694°,–88.592786°
621,IL,17051,Fayette,Vandalia,"22,140","1,878.63",725.343,+39.001125°,–89.017923°
622,IL,17053,Ford,Paxton,"14,081","1,259.36",486.242,+40.594423°,–88.224746°
623,IL,17055,Franklin,Benton,"39,561","1,117.44",431.444,+37.991848°,–88.926246°
624,IL,17057,Fulton,Lewistown,"37,069","2,285.86",882.574,+40.465688°,–90.206793°
625,IL,17059,Gallatin,Shawneetown,"5,589",849.989,328.182,+37.768677°,–88.227964°
626,IL,17061,Greene,Carrollton,"13,886","1,414.84",546.272,+39.355444°,–90.387757°
627,IL,17063,Grundy,Morris,"50,063","1,114.85",430.447,+41.292410°,–88.401055°
628,IL,17065,Hamilton,McLeansboro,"8,457","1,128.95",435.891,+38.085226°,–88.539005°
629,IL,17067,Hancock,Carthage,"19,104","2,109.28",814.396,+40.405792°,–91.167988°
630,IL,17069,Hardin,Elizabethtown,"4,320",470.286,181.579,+37.517852°,–88.266148°
631,IL,17071,Henderson,Oquawka,"7,331","1,023.61",395.22,+40.815141°,–90.938480°
632,IL,17073,Henry,Cambridge,"50,486","2,138.41",825.643,+41.350021°,–90.130838°
633,IL,17075,Iroquois,Watseka,"29,718","2,898.01","1,118.93",+40.748867°,–87.833601°
634,IL,17077,Jackson,Murphysboro,"60,218","1,560.16",602.379,+37.786096°,–89.381212°
635,IL,17079,Jasper,Newton,"9,698","1,290.12",498.12,+39.004874°,–88.150763°
636,IL,17081,Jefferson,Mount Vernon,"38,827","1,511.99",583.784,+38.300780°,–88.924210°
637,IL,17083,Jersey,Jerseyville,"22,985",976.757,377.128,+39.080192°,–90.361365°
638,IL,17085,Jo Daviess,Galena,"22,678","1,602.50",618.728,+42.362391°,–90.211471°
639,IL,17087,Johnson,Vienna,"12,582",903.552,348.864,+37.460815°,–88.882962°
640,IL,17089,Kane,Geneva,"515,269","1,357.67",524.201,+41.939594°,–88.428040°
641,IL,17091,Kankakee,Kankakee,"113,449","1,764.72",681.364,+41.139494°,–87.861125°
642,IL,17093,Kendall,Yorkville,"114,736",834.805,322.32,+41.588140°,–88.430626°
643,IL,17095,Knox,Galesburg,"52,919","1,864.30",719.812,+40.930941°,–90.213761°
644,IL,17097,Lake,Ottawa,"703,462","3,544.34","1,368.48",+42.326444°,–87.436118°
645,IL,17099,La Salle,Waukegan,"113,924","2,973.66","1,148.14",+41.343341°,–88.885931°
646,IL,17101,Lawrence,Lawrenceville,"16,833",969.015,374.139,+38.718954°,–87.730221°
647,IL,17103,Lee,Dixon,"36,031","1,887.98",728.953,+41.747442°,–89.299351°
648,IL,17105,Livingston,Pontiac,"38,950","2,708.94","1,045.93",+40.894376°,–88.552852°
649,IL,17107,Logan,Lincoln,"30,305","1,603.01",618.927,+40.129070°,–89.365308°
650,IL,17109,McDonough,Decatur,"32,612","1,528.57",590.184,+40.455789°,–90.677579°
651,IL,17111,McHenry,Carlinville,"308,760","1,582.00",610.813,+42.324298°,–88.452245°
652,IL,17113,McLean,Edwardsville,"169,572","3,072.42","1,186.27",+40.494559°,–88.844539°
653,IL,17115,Macon,Salem,"110,768","1,517.38",585.865,+39.860237°,–88.961529°
654,IL,17117,Macoupin,Lacon,"47,765","2,247.21",867.65,+39.265900°,–89.926344°
655,IL,17119,Madison,Havana,"269,282","1,918.05",740.562,+38.827082°,–89.900195°
656,IL,17121,Marion,Metropolis,"39,437","1,491.93",576.036,+38.648396°,–88.920221°
657,IL,17123,Marshall,Macomb,"12,640","1,032.15",398.514,+41.031119°,–89.342371°
658,IL,17125,Mason,Woodstock,"14,666","1,459.36",563.464,+40.236993°,–89.913575°
659,IL,17127,Massac,Bloomington,"15,429",626.295,241.814,+37.216119°,–88.705658°
660,IL,17129,Menard,Petersburg,"12,705",817.03,315.457,+40.022569°,–89.794133°
661,IL,17131,Mercer,Aledo,"16,434","1,472.91",568.694,+41.204791°,–90.741433°
662,IL,17133,Monroe,Waterloo,"32,957","1,030.91",398.036,+38.277983°,–90.179078°
663,IL,17135,Montgomery,Hillsboro,"30,104","1,838.05",709.677,+39.228092°,–89.478007°
664,IL,17137,Morgan,Jacksonville,"35,547","1,482.24",572.297,+39.716806°,–90.202277°
665,IL,17139,Moultrie,Sullivan,"14,846",892.191,344.477,+39.636896°,–88.625726°
666,IL,17141,Ogle,Oregon,"53,497","1,976.12",762.985,+42.041884°,–89.320176°
667,IL,17143,Peoria,Peoria,"186,494","1,633.24",630.599,+40.785999°,–89.767358°
668,IL,17145,Perry,Pinckneyville,"22,350","1,157.60",446.953,+38.084385°,–89.368487°
669,IL,17147,Piatt,Monticello,"16,729","1,138.20",439.462,+40.009056°,–88.592328°
670,IL,17149,Pike,Pittsfield,"16,430","2,198.60",848.884,+39.625106°,–90.889034°
671,IL,17151,Pope,Golconda,"4,470",969.439,374.302,+37.417169°,–88.542374°
672,IL,17153,Pulaski,Mound City,"6,161",526.361,203.229,+37.215615°,–89.127755°
673,IL,17155,Putnam,Hennepin,"6,006",446.057,172.224,+41.198940°,–89.298386°
674,IL,17157,Randolph,Chester,"33,476","1,546.75",597.205,+38.056515°,–89.821210°
675,IL,17159,Richland,Olney,"16,233",937.308,361.896,+38.711550°,–88.085698°
676,IL,17161,Rock Island,Rock Island,"147,546","1,168.83",451.288,+41.468404°,–90.572203°
677,IL,17163,St. Clair,Harrisburg,"270,056","1,745.74",674.033,+38.470198°,–89.928546°
678,IL,17165,Saline,Springfield,"24,913","1,001.76",386.78,+37.751653°,–88.545031°
679,IL,17167,Sangamon,Rushville,"197,465","2,271.47",877.019,+39.756378°,–89.662311°
680,IL,17169,Schuyler,Winchester,"7,544","1,143.04",441.332,+40.156905°,–90.613464°
681,IL,17171,Scott,Shelbyville,"5,355",654.674,252.771,+39.636980°,–90.477759°
682,IL,17173,Shelby,Belleville,"22,363","1,989.29",768.07,+39.384926°,–88.798862°
683,IL,17175,Stark,Toulon,"5,994",746.83,288.353,+41.096908°,–89.797411°
684,IL,17177,Stephenson,Freeport,"47,711","1,463.49",565.058,+42.349726°,–89.665994°
685,IL,17179,Tazewell,Pekin,"135,394","1,704.05",657.936,+40.508074°,–89.516260°
686,IL,17181,Union,Jonesboro,"17,808","1,093.36",422.148,+37.475104°,–89.252875°
687,IL,17183,Vermilion,Danville,"81,625","2,334.30",901.277,+40.186740°,–87.726772°
688,IL,17185,Wabash,Mount Carmel,"11,947",589.237,227.506,+38.445821°,–87.839167°
689,IL,17187,Warren,Monmouth,"17,707","1,406.50",543.051,+40.850441°,–90.620223°
690,IL,17189,Washington,Nashville,"14,716","1,460.51",563.906,+38.353141°,–89.417187°
691,IL,17191,Wayne,Fairfield,"16,760","1,853.10",715.486,+38.431948°,–88.432129°
692,IL,17193,White,Carmi,"14,665","1,299.81",501.861,+38.087372°,–88.178585°
693,IL,17195,Whiteside,Morrison,"58,498","1,804.00",696.527,+41.750571°,–89.910957°
694,IL,17197,Will,Joliet,"677,560","2,199.49",849.226,+41.448474°,–87.978456°
695,IL,17199,Williamson,Marion,"66,357","1,150.87",444.352,+37.730353°,–88.930018°
696,IL,17201,Winnebago,Rockford,"295,266","1,344.85",519.25,+42.337396°,–89.161205°
697,IL,17203,Woodford,Eureka,"38,664","1,405.44",542.642,+40.789596°,–89.210301°
698,IN,18001,Adams,Decatur,"34,387",880.51,339.966,+40.745733°,–84.936131°
699,IN,18003,Allen,Fort Wayne,"355,329","1,709.45",660.022,+41.091855°,–85.072230°
700,IN,18005,Bartholomew,Columbus,"76,794","1,060.67",409.525,+39.205843°,–85.897999°
701,IN,18007,Benton,Fowler,"8,854","1,052.85",406.509,+40.608253°,–87.315479°
702,IN,18009,Blackford,Hartford City,"12,766",428.858,165.583,+40.472672°,–85.323730°
703,IN,18011,Boone,Lebanon,"56,640","1,096.22",423.252,+40.050892°,–86.469014°
704,IN,18013,Brown,Nashville,"15,242",820.07,316.631,+39.192585°,–86.239410°
705,IN,18015,Carroll,Delphi,"20,155",971.294,375.019,+40.584980°,–86.565141°
706,IN,18017,Cass,Logansport,"38,966","1,074.45",414.848,+40.753799°,–86.355169°
707,IN,18019,Clark,Jeffersonville,"110,232",975.004,376.451,+38.476217°,–85.711122°
708,IN,18021,Clay,Brazil,"26,890",933.228,360.322,+39.393951°,–87.115837°
709,IN,18023,Clinton,Frankfort,"33,224","1,049.59",405.248,+40.305944°,–86.477567°
710,IN,18025,Crawford,English,"10,713",799.577,308.719,+38.289433°,–86.440871°
711,IN,18027,Daviess,Washington,"31,648","1,131.50",436.874,+38.696155°,–87.076988°
712,IN,18029,Dearborn,Lawrenceburg,"50,047",796.202,307.416,+39.151491°,–84.973460°
713,IN,18031,Decatur,Greensburg,"25,740",966.902,373.323,+39.305980°,–85.499831°
714,IN,18033,DeKalb,Auburn,"42,223",942.368,363.85,+41.401189°,–85.000185°
715,IN,18035,Delaware,Muncie,"117,671","1,025.40",395.909,+40.227165°,–85.398856°
716,IN,18037,Dubois,Jasper,"41,889","1,127.51",435.333,+38.373344°,–86.873385°
717,IN,18039,Elkhart,Goshen,"197,559","1,212.04",467.97,+41.600693°,–85.863986°
718,IN,18041,Fayette,Connersville,"24,277",557.268,215.162,+39.639655°,–85.185032°
719,IN,18043,Floyd,New Albany,"74,578",385.798,148.958,+38.317937°,–85.911474°
720,IN,18045,Fountain,Covington,"17,240","1,030.50",397.88,+40.121282°,–87.234806°
721,IN,18047,Franklin,Brookville,"23,087","1,012.81",391.05,+39.409762°,–85.066964°
722,IN,18049,Fulton,Rochester,"20,836",961.573,371.265,+41.050384°,–86.265006°
723,IN,18051,Gibson,Princeton,"33,503","1,292.83",499.165,+38.317413°,–87.580566°
724,IN,18053,Grant,Marion,"70,061","1,074.58",414.898,+40.515758°,–85.654946°
725,IN,18055,Greene,Bloomfield,"33,165","1,413.92",545.918,+39.048600°,–87.005245°
726,IN,18057,Hamilton,Noblesville,"274,569","1,042.31",402.437,+40.049870°,–86.020586°
727,IN,18059,Hancock,Greenfield,"70,002",795.191,307.025,+39.822604°,–85.772904°
728,IN,18061,Harrison,Corydon,"39,364","1,260.08",486.521,+38.186440°,–86.103681°
729,IN,18063,Hendricks,Danville,"145,448","1,058.73",408.777,+39.768749°,–86.510287°
730,IN,18065,Henry,New Castle,"49,462","1,022.61",394.832,+39.929576°,–85.397338°
731,IN,18067,Howard,Kokomo,"82,752",761.253,293.922,+40.483537°,–86.114118°
732,IN,18069,Huntington,Huntington,"37,124","1,004.20",387.722,+40.826394°,–85.478598°
733,IN,18071,Jackson,Brownstown,"42,376","1,331.03",513.913,+38.911957°,–86.042516°
734,IN,18073,Jasper,Rensselaer,"33,478","1,453.98",561.386,+41.017688°,–87.118814°
735,IN,18075,Jay,Portland,"21,253",994.769,384.082,+40.434972°,–85.003380°
736,IN,18077,Jefferson,Madison,"32,428",939.877,362.889,+38.783604°,–85.440090°
737,IN,18079,Jennings,Vernon,"28,525",979.91,378.345,+38.996234°,–85.628111°
738,IN,18081,Johnson,Franklin,"139,654",833.432,321.79,+39.495986°,–86.094600°
739,IN,18083,Knox,Vincennes,"38,440","1,357.27",524.045,+38.688663°,–87.420182°
740,IN,18085,Kosciusko,Warsaw,"77,358","1,435.87",554.393,+41.244293°,–85.861575°
741,IN,18087,LaGrange,Lagrange,"37,128","1,001.56",386.702,+41.642468°,–85.426302°
742,IN,18089,Lake,Crown Point,"496,005","1,622.78",626.56,+41.472239°,–87.374337°
743,IN,18091,LaPorte,LaPorte,"111,467","1,588.34",613.259,+41.549011°,–86.744729°
744,IN,18093,Lawrence,Bedford,"46,134","1,170.49",451.929,+38.839815°,–86.487820°
745,IN,18095,Madison,Anderson,"131,636","1,173.02",452.904,+40.166203°,–85.722454°
746,IN,18097,Marion,Indianapolis,"903,393","1,043.79",403.008,+39.782976°,–86.135794°
747,IN,18099,Marshall,Plymouth,"47,051","1,164.83",449.743,+41.325003°,–86.269036°
748,IN,18101,Martin,Shoals,"10,334",881.648,340.406,+38.705322°,–86.801847°
749,IN,18103,Miami,Peru,"36,903",977.431,377.388,+40.772881°,–86.044259°
750,IN,18105,Monroe,Bloomington,"137,974","1,065.32",411.321,+39.160751°,–86.523325°
751,IN,18107,Montgomery,Crawfordsville,"38,124","1,309.10",505.445,+40.040296°,–86.892715°
752,IN,18109,Morgan,Martinsville,"68,894","1,060.41",409.427,+39.482646°,–86.447457°
753,IN,18111,Newton,Kentland,"14,244","1,044.90",403.438,+40.962399°,–87.402172°
754,IN,18113,Noble,Albion,"47,536","1,081.15",417.433,+41.400794°,–85.417850°
755,IN,18115,Ohio,Rising Sun,"6,128",226.454,87.434,+38.940527°,–84.964299°
756,IN,18117,Orange,Paoli,"19,840","1,057.21",408.192,+38.547381°,–86.489257°
757,IN,18119,Owen,Spencer,"21,575","1,004.46",387.825,+39.317339°,–86.838845°
758,IN,18121,Parke,Rockville,"17,339","1,165.44",449.979,+39.774250°,–87.196950°
759,IN,18123,Perry,Tell City,"19,338","1,000.49",386.29,+38.081436°,–86.626540°
760,IN,18125,Pike,Petersburg,"12,845",883.43,341.094,+38.397898°,–87.232532°
761,IN,18127,Porter,Valparaiso,"164,343","1,351.41",521.781,+41.509922°,–87.071308°
762,IN,18129,Posey,Mount Vernon,"25,910","1,086.05",419.325,+38.027614°,–87.868653°
763,IN,18131,Pulaski,Winamac,"13,402","1,125.44",434.534,+41.045272°,–86.692538°
764,IN,18133,Putnam,Greencastle,"37,963","1,250.17",482.692,+39.665545°,–86.853325°
765,IN,18135,Randolph,Winchester,"26,171","1,174.08",453.314,+40.164414°,–85.005004°
766,IN,18137,Ripley,Versailles,"28,818","1,160.47",448.062,+39.100230°,–85.260541°
767,IN,18139,Rush,Rushville,"17,392","1,057.91",408.461,+39.622312°,–85.466527°
768,IN,18141,St. Joseph,South Bend,"266,931","1,194.98",461.385,+41.617699°,–86.288159°
769,IN,18143,Scott,Scottsburg,"24,181",499.216,192.748,+38.679431°,–85.751898°
770,IN,18145,Shelby,Shelbyville,"44,436","1,069.03",412.756,+39.524135°,–85.792174°
771,IN,18147,Spencer,Rockport,"20,952","1,039.69",401.426,+38.009789°,–87.010645°
772,IN,18149,Starke,Knox,"23,363",808.609,312.206,+41.283220°,–86.647570°
773,IN,18151,Steuben,Angola,"34,185",835.183,322.466,+41.643437°,–85.002467°
774,IN,18153,Sullivan,Sullivan,"21,475","1,176.16",454.116,+39.089225°,–87.415843°
775,IN,18155,Switzerland,Vevay,"10,613",578.704,223.439,+38.825846°,–85.029679°
776,IN,18157,Tippecanoe,Lafayette,"172,780","1,303.39",503.243,+40.389260°,–86.893943°
777,IN,18159,Tipton,Tipton,"15,936",674.866,260.567,+40.310229°,–86.056207°
778,IN,18161,Union,Liberty,"7,516",427.807,165.177,+39.623111°,–84.925152°
779,IN,18163,Vanderburgh,Evansville,"179,703",612.091,236.33,+38.020070°,–87.586166°
780,IN,18165,Vermillion,Newport,"16,212",673.217,259.93,+39.854045°,–87.462071°
781,IN,18167,Vigo,Terre Haute,"107,848","1,063.06",410.451,+39.429143°,–87.390375°
782,IN,18169,Wabash,Wabash,"32,888","1,090.32",420.975,+40.843717°,–85.795175°
783,IN,18171,Warren,Williamsport,"8,508",948.987,366.405,+40.352658°,–87.375847°
784,IN,18173,Warrick,Boonville,"59,689","1,012.82",391.053,+38.097764°,–87.272023°
785,IN,18175,Washington,Salem,"28,262","1,337.99",516.599,+38.600613°,–86.104751°
786,IN,18177,Wayne,Richmond,"68,917","1,047.24",404.341,+39.863091°,–85.006735°
787,IN,18179,Wells,Bluffton,"27,636",958.938,370.248,+40.735273°,–85.212974°
788,IN,18181,White,Monticello,"24,643","1,317.47",508.68,+40.750950°,–86.864293°
789,IN,18183,Whitley,Columbia City,"33,292",875.194,337.914,+41.136426°,–85.501892°
790,IA,19001,Adair,Greenfield,"7,682","1,477.00",570.274,+41.328528°,–94.478164°
791,IA,19003,Adams,Corning,"4,029","1,102.05",425.506,+41.021656°,–94.696906°
792,IA,19005,Allamakee,Waukon,"14,330","1,706.21",658.771,+43.274964°,–91.382751°
793,IA,19007,Appanoose,Centerville,"12,887","1,337.07",516.243,+40.744683°,–92.870345°
794,IA,19009,Audubon,Audubon,"6,119","1,148.42",443.406,+41.679178°,–94.904312°
795,IA,19011,Benton,Vinton,"26,076","1,860.88",718.489,+42.092547°,–92.057630°
796,IA,19013,Black Hawk,Waterloo,"131,090","1,483.23",572.68,+42.472888°,–92.306059°
797,IA,19015,Boone,Boone,"26,306","1,485.72",573.64,+42.038601°,–93.939138°
798,IA,19017,Bremer,Waverly,"24,276","1,138.05",439.404,+42.780890°,–92.327586°
799,IA,19019,Buchanan,Independence,"20,958","1,484.36",573.116,+42.470328°,–91.838666°
800,IA,19021,Buena Vista,Storm Lake,"20,260","1,502.78",580.227,+42.741522°,–95.141433°
801,IA,19023,Butler,Allison,"14,867","1,506.74",581.756,+42.734708°,–92.780066°
802,IA,19025,Calhoun,Rockwell City,"9,670","1,481.77",572.115,+42.386170°,–94.643683°
803,IA,19027,Carroll,Carroll,"20,816","1,476.98",570.265,+42.039492°,–94.867647°
804,IA,19029,Cass,Atlantic,"13,956","1,463.21",564.948,+41.333824°,–94.933302°
805,IA,19031,Cedar,Tipton,"18,499","1,507.12",581.902,+41.772355°,–91.132190°
806,IA,19033,Cerro Gordo,Mason City,"44,151","1,489.55",575.119,+43.075171°,–93.251266°
807,IA,19035,Cherokee,Cherokee,"12,072","1,494.60",577.069,+42.742738°,–95.633262°
808,IA,19037,Chickasaw,New Hampton,"12,439","1,309.65",505.658,+43.059741°,–92.317210°
809,IA,19039,Clarke,Osceola,"9,286","1,118.24",431.756,+41.029191°,–93.784096°
810,IA,19041,Clay,Spencer,"16,667","1,483.01",572.592,+43.079822°,–95.149726°
811,IA,19043,Clayton,Elkader,"18,129","2,052.99",792.665,+42.840998°,–91.323511°
812,IA,19045,Clinton,Clinton,"49,116","1,839.35",710.175,+41.898073°,–90.534243°
813,IA,19047,Crawford,Denison,"17,096","1,851.94",715.037,+42.043119°,–95.389090°
814,IA,19049,Dallas,Adel,"66,135","1,532.49",591.699,+41.685321°,–94.040707°
815,IA,19051,Davis,Bloomfield,"8,753","1,307.57",504.854,+40.748089°,–92.410345°
816,IA,19053,Decatur,Leon,"8,457","1,381.71",533.48,+40.736379°,–93.784580°
817,IA,19055,Delaware,Manchester,"17,764","1,499.46",578.946,+42.473003°,–91.359443°
818,IA,19057,Des Moines,Burlington,"40,325","1,113.05",429.75,+40.915339°,–91.186925°
819,IA,19059,Dickinson,Spirit Lake,"16,667","1,046.26",403.962,+43.389611°,–95.196057°
820,IA,19061,Dubuque,Dubuque,"93,653","1,597.07",616.633,+42.463481°,–90.878771°
821,IA,19063,Emmet,Estherville,"10,302","1,042.53",402.523,+43.377984°,–94.669370°
822,IA,19065,Fayette,West Union,"20,880","1,894.13",731.326,+42.864450°,–91.839373°
823,IA,19067,Floyd,Charles City,"16,303","1,298.57",501.382,+43.052741°,–92.787367°
824,IA,19069,Franklin,Hampton,"10,680","1,508.73",582.524,+42.736549°,–93.271425°
825,IA,19071,Fremont,Sidney,"7,441","1,338.09",516.638,+40.743726°,–95.599516°
826,IA,19073,Greene,Jefferson,"9,336","1,479.44",571.215,+42.042494°,–94.388703°
827,IA,19075,Grundy,Grundy Center,"12,453","1,299.90",501.894,+42.403323°,–92.790261°
828,IA,19077,Guthrie,Guthrie Center,"10,954","1,536.06",593.074,+41.683573°,–94.501272°
829,IA,19079,Hamilton,Webster City,"15,673","1,495.74",577.51,+42.390768°,–93.709198°
830,IA,19081,Hancock,Garner,"11,341","1,484.16",573.038,+43.075411°,–93.743697°
831,IA,19083,Hardin,Eldora,"17,534","1,476.27",569.992,+42.389955°,–93.241081°
832,IA,19085,Harrison,Logan,"14,928","1,817.25",701.643,+41.688584°,–95.827149°
833,IA,19087,Henry,Mount Pleasant,"20,145","1,130.69",436.56,+40.985864°,–91.544270°
834,IA,19089,Howard,Cresco,"9,566","1,226.63",473.606,+43.365313°,–92.321908°
835,IA,19091,Humboldt,Dakota City,"9,815","1,128.37",435.667,+42.782221°,–94.202775°
836,IA,19093,Ida,Ida Grove,"7,089","1,119.01",432.051,+42.391860°,–95.507421°
837,IA,19095,Iowa,Marengo,"16,355","1,521.60",587.494,+41.683918°,–92.059123°
838,IA,19097,Jackson,Maquoketa,"19,848","1,682.47",649.607,+42.164281°,–90.574597°
839,IA,19099,Jasper,Newton,"36,842","1,898.35",732.955,+41.685686°,–93.052971°
840,IA,19101,Jefferson,Fairfield,"16,843","1,131.50",436.876,+41.006880°,–91.967137°
841,IA,19103,Johnson,Iowa City,"130,882","1,613.95",623.15,+41.668737°,–91.588812°
842,IA,19105,Jones,Anamosa,"20,638","1,494.43",577.004,+42.125118°,–91.116914°
843,IA,19107,Keokuk,Sigourney,"10,511","1,502.00",579.924,+41.331182°,–92.167721°
844,IA,19109,Kossuth,Algona,"15,543","2,523.49",974.324,+43.212478°,–94.213983°
845,IA,19111,Lee,"Fort Madison, Keokuk","35,862","1,395.66",538.867,+40.647588°,–91.477157°
846,IA,19113,Linn,Cedar Rapids,"211,226","1,876.46",724.505,+42.077951°,–91.597674°
847,IA,19115,Louisa,Wapello,"11,387","1,081.37",417.518,+41.218211°,–91.256994°
848,IA,19117,Lucas,Chariton,"8,898","1,125.08",434.397,+41.033344°,–93.331467°
849,IA,19119,Lyon,Rock Rapids,"11,581","1,522.34",587.779,+43.383580°,–96.207201°
850,IA,19121,Madison,Winterset,"15,679","1,455.98",562.158,+41.330622°,–94.015184°
851,IA,19123,Mahaska,Oskaloosa,"22,381","1,485.09",573.398,+41.330797°,–92.636366°
852,IA,19125,Marion,Knoxville,"33,309","1,477.61",570.509,+41.331455°,–93.093849°
853,IA,19127,Marshall,Marshalltown,"40,648","1,484.57",573.197,+42.041691°,–92.981452°
854,IA,19129,Mills,Glenwood,"15,059","1,141.26",440.644,+41.033703°,–95.619101°
855,IA,19131,Mitchell,Osage,"10,776","1,216.17",469.565,+43.348564°,–92.784466°
856,IA,19133,Monona,Onawa,"9,243","1,810.23",698.934,+42.049432°,–95.956566°
857,IA,19135,Monroe,Albia,"7,970","1,124.84",434.303,+41.028847°,–92.869642°
858,IA,19137,Montgomery,Red Oak,"10,740","1,100.82",425.028,+41.021735°,–95.157790°
859,IA,19139,Muscatine,Muscatine,"42,745","1,163.24",449.129,+41.483776°,–91.118699°
860,IA,19141,O'Brien,Primghar,"14,398","1,484.60",573.208,+43.083746°,–95.625624°
861,IA,19143,Osceola,Sibley,"6,462","1,034.42",399.393,+43.378542°,–95.633788°
862,IA,19145,Page,Clarinda,"15,932","1,386.85",535.467,+40.739090°,–95.144290°
863,IA,19147,Palo Alto,Emmetsburg,"9,421","1,474.83",569.435,+43.075854°,–94.667297°
864,IA,19149,Plymouth,Le Mars,"24,986","2,237.06",863.734,+42.737585°,–96.215864°
865,IA,19151,Pocahontas,Pocahontas,"7,310","1,498.71",578.657,+42.734033°,–94.678279°
866,IA,19153,Polk,Des Moines,"430,640","1,532.07",591.535,+41.684281°,–93.569720°
867,IA,19155,Pottawattamie,Council Bluffs,"93,158","2,484.14",959.132,+41.340184°,–95.544905°
868,IA,19157,Poweshiek,Montezuma,"18,914","1,517.91",586.067,+41.684526°,–92.522882°
869,IA,19159,Ringgold,Mount Ayr,"5,131","1,395.66",538.865,+40.735334°,–94.244251°
870,IA,19161,Sac,Sac City,"10,350","1,497.87",578.331,+42.387526°,–95.105224°
871,IA,19163,Scott,Davenport,"165,224","1,212.66",468.211,+41.641679°,–90.622290°
872,IA,19165,Shelby,Harlan,"12,167","1,531.60",591.353,+41.679014°,–95.308917°
873,IA,19167,Sioux,Orange City,"33,704","1,991.68",768.991,+43.082854°,–96.177929°
874,IA,19169,Story,Nevada,"89,542","1,485.75",573.649,+42.037538°,–93.466093°
875,IA,19171,Tama,Toledo,"17,767","1,870.18",722.08,+42.074848°,–92.529412°
876,IA,19173,Taylor,Bedford,"6,317","1,384.75",534.656,+40.737949°,–94.697108°
877,IA,19175,Union,Creston,"12,534","1,102.81",425.798,+41.028550°,–94.245091°
878,IA,19177,Van Buren,Keosauqua,"7,570","1,270.44",490.519,+40.754117°,–91.952943°
879,IA,19179,Wapello,Ottumwa,"35,625","1,129.29",436.021,+41.031263°,–92.409482°
880,IA,19181,Warren,Indianola,"46,225","1,484.97",573.35,+41.336769°,–93.564366°
881,IA,19183,Washington,Washington,"21,704","1,478.68",570.92,+41.329401°,–91.725052°
882,IA,19185,Wayne,Corydon,"6,403","1,365.32",527.152,+40.739983°,–93.332613°
883,IA,19187,Webster,Fort Dodge,"38,013","1,860.72",718.429,+42.434397°,–94.179157°
884,IA,19189,Winnebago,Forest City,"10,866","1,040.44",401.718,+43.378124°,–93.743488°
885,IA,19191,Winneshiek,Decorah,"21,056","1,787.45",690.138,+43.292989°,–91.850788°
886,IA,19193,Woodbury,Sioux City,"102,172","2,273.42",877.774,+42.393220°,–96.053296°
887,IA,19195,Worth,Northwood,"7,598","1,041.02",401.941,+43.373491°,–93.248533°
888,IA,19197,Wright,Clarion,"13,229","1,507.99",582.238,+42.733007°,–93.734735°
889,KS,20001,Allen,Iola,"13,371","1,308.79",505.325,+37.884229°,–95.300945°
890,KS,20003,Anderson,Garnett,"8,102","1,511.86",583.734,+38.215114°,–95.292046°
891,KS,20005,Atchison,Atchison,"16,924","1,123.59",433.82,+39.532544°,–95.313398°
892,KS,20007,Barber,Medicine Lodge,"4,861","2,942.66","1,136.17",+37.222906°,–98.685052°
893,KS,20009,Barton,Great Bend,"27,674","2,332.63",900.634,+38.481239°,–98.767837°
894,KS,20011,Bourbon,Fort Scott,"15,173","1,655.24",639.092,+37.856100°,–94.850928°
